Date,Mode,Count
09/09/2023,Subway,2425515
09/10/2023,AAR,17916
09/10/2023,BT,873853
09/10/2023,Bus,626222
09/10/2023,LIRR,96835
09/10/2023,MNR,81850
09/10/2023,SIR,1623
09/10/2023,Subway,1822230
09/11/2023,AAR,29057
09/11/2023,BT,915527
09/11/2023,Bus,1400268
09/11/2023,LIRR,213280
09/11/2023,MNR,191592
09/11/2023,SIR,7182
09/11/2023,Subway,3596538
09/12/2023,AAR,31779
09/12/2023,BT,959651
09/12/2023,Bus,1519571
09/12/2023,LIRR,241196
09/12/2023,MNR,221092
09/12/2023,SIR,8031
09/12/2023,Subway,4014480
09/13/2023,AAR,31900
09/13/2023,BT,940261
09/13/2023,Bus,1482320
09/13/2023,LIRR,229765
09/13/2023,MNR,210001
09/13/2023,SIR,7787
09/13/2023,Subway,3938516
09/14/2023,AAR,32717
09/14/2023,BT,993640
09/14/2023,Bus,1517040
09/14/2023,LIRR,232039
09/14/2023,MNR,206374
09/14/2023,SIR,7847
09/14/2023,Subway,4045169
09/15/2023,AAR,30957
09/15/2023,BT,1026636
09/15/2023,Bus,1398937
09/15/2023,LIRR,225904
09/15/2023,MNR,192398
09/15/2023,SIR,6429
09/15/2023,Subway,3694845
09/16/2023,AAR,18923
09/16/2023,BT,976614
09/16/2023,Bus,881354
09/16/2023,LIRR,117997
09/16/2023,MNR,115065
09/16/2023,SIR,2864
09/16/2023,Subway,2446139
09/17/2023,AAR,18330
09/17/2023,BT,906081
09/17/2023,Bus,666392
09/17/2023,LIRR,107302
09/17/2023,MNR,96229
09/17/2023,SIR,2197
09/17/2023,Subway,1988003
09/18/2023,AAR,28341
09/18/2023,BT,880290
09/18/2023,Bus,1294777
09/18/2023,LIRR,215151
09/18/2023,MNR,192103
09/18/2023,SIR,7010
09/18/2023,Subway,3539047
09/19/2023,AAR,31109
09/19/2023,BT,938743
09/19/2023,Bus,1480863
09/19/2023,LIRR,241135
09/19/2023,MNR,224426
09/19/2023,SIR,8652
09/19/2023,Subway,4140301
09/20/2023,AAR,32181
09/20/2023,BT,962794
09/20/2023,Bus,1478618
09/20/2023,LIRR,242203
09/20/2023,MNR,219540
09/20/2023,SIR,8671
09/20/2023,Subway,4179861
09/21/2023,AAR,31455
09/21/2023,BT,983182
09/21/2023,Bus,1478606
09/21/2023,LIRR,232409
09/21/2023,MNR,211375
09/21/2023,SIR,8554
09/21/2023,Subway,4139288
09/22/2023,AAR,30086
09/22/2023,BT,1024575
09/22/2023,Bus,1403811
09/22/2023,LIRR,223821
09/22/2023,MNR,194197
09/22/2023,SIR,7175
09/22/2023,Subway,3840412
09/23/2023,AAR,15680
09/23/2023,BT,806230
09/23/2023,Bus,682092
09/23/2023,LIRR,96073
09/23/2023,MNR,86985
09/23/2023,SIR,2012
09/23/2023,Subway,2116140
09/24/2023,AAR,15255
09/24/2023,BT,750320
09/24/2023,Bus,562224
09/24/2023,LIRR,83669
09/24/2023,MNR,75103
09/24/2023,SIR,1863
09/24/2023,Subway,1701656
09/25/2023,AAR,24609
09/25/2023,BT,816113
09/25/2023,Bus,1035021
09/25/2023,LIRR,194611
09/25/2023,MNR,175651
09/25/2023,SIR,5320
09/25/2023,Subway,2885921
09/26/2023,AAR,30558
09/26/2023,BT,913826
09/26/2023,Bus,1393963
09/26/2023,LIRR,235620
09/26/2023,MNR,214987
09/26/2023,SIR,7655
09/26/2023,Subway,3946624
09/27/2023,AAR,32758
09/27/2023,BT,947790
09/27/2023,Bus,1463309
09/27/2023,LIRR,232823
09/27/2023,MNR,212978
09/27/2023,SIR,7877
09/27/2023,Subway,4074930
09/28/2023,AAR,31804
09/28/2023,BT,969705
09/28/2023,Bus,1433729
09/28/2023,LIRR,227819
09/28/2023,MNR,201304
09/28/2023,SIR,7587
09/28/2023,Subway,4051444
09/29/2023,AAR,29054
09/29/2023,BT,830295
09/29/2023,Bus,1053306
09/29/2023,LIRR,188008
09/29/2023,MNR,128570
09/29/2023,SIR,5183
09/29/2023,Subway,2467295
09/30/2023,AAR,16536
09/30/2023,BT,867826
09/30/2023,Bus,789587
09/30/2023,LIRR,104842
09/30/2023,MNR,100703
09/30/2023,SIR,1936
09/30/2023,Subway,2205573
10/01/2023,AAR,18586
10/01/2023,BT,901140
10/01/2023,Bus,669243
10/01/2023,LIRR,94222
10/01/2023,MNR,92724
10/01/2023,SIR,1984
10/01/2023,Subway,1995361
10/02/2023,AAR,28672
10/02/2023,BT,935087
10/02/2023,Bus,1390842
10/02/2023,LIRR,208901
10/02/2023,MNR,183892
10/02/2023,SIR,7289
10/02/2023,Subway,3649389
10/03/2023,AAR,32295
10/03/2023,BT,941175
10/03/2023,Bus,1471939
10/03/2023,LIRR,235305
10/03/2023,MNR,214111
10/03/2023,SIR,7953
10/03/2023,Subway,4008201
10/04/2023,AAR,33186
10/04/2023,BT,953731
10/04/2023,Bus,1467384
10/04/2023,LIRR,231999
10/04/2023,MNR,209399
10/04/2023,SIR,7928
10/04/2023,Subway,4026878
10/05/2023,AAR,32414
10/05/2023,BT,977772
10/05/2023,Bus,1457151
10/05/2023,LIRR,233470
10/05/2023,MNR,207356
10/05/2023,SIR,7814
10/05/2023,Subway,4030304
10/06/2023,AAR,30643
10/06/2023,BT,1004758
10/06/2023,Bus,1325428
10/06/2023,LIRR,225040
10/06/2023,MNR,193065
10/06/2023,SIR,6284
10/06/2023,Subway,3639729
10/07/2023,AAR,16919
10/07/2023,BT,845459
10/07/2023,Bus,720734
10/07/2023,LIRR,105975
10/07/2023,MNR,95026
10/07/2023,SIR,2010
10/07/2023,Subway,2199478
10/08/2023,AAR,18471
10/08/2023,BT,899451
10/08/2023,Bus,654443
10/08/2023,LIRR,98315
10/08/2023,MNR,105952
10/08/2023,SIR,2722
10/08/2023,Subway,2044534
10/09/2023,AAR,21655
10/09/2023,BT,909254
10/09/2023,Bus,1023375
10/09/2023,LIRR,206491
10/09/2023,MNR,189567
10/09/2023,SIR,4576
10/09/2023,Subway,2833654
10/10/2023,AAR,31970
10/10/2023,BT,939835
10/10/2023,Bus,1423532
10/10/2023,LIRR,239967
10/10/2023,MNR,220445
10/10/2023,SIR,8356
10/10/2023,Subway,3954925
10/11/2023,AAR,33382
10/11/2023,BT,954481
10/11/2023,Bus,1451764
10/11/2023,LIRR,236033
10/11/2023,MNR,214437
10/11/2023,SIR,8630
10/11/2023,Subway,4056504
10/12/2023,AAR,32865
10/12/2023,BT,993406
10/12/2023,Bus,1436967
10/12/2023,LIRR,248974
10/12/2023,MNR,215284
10/12/2023,SIR,8255
10/12/2023,Subway,4104598
10/13/2023,AAR,31134
10/13/2023,BT,1006573
10/13/2023,Bus,1322576
10/13/2023,LIRR,226873
10/13/2023,MNR,193658
10/13/2023,SIR,6429
10/13/2023,Subway,3560964
10/14/2023,AAR,17155
10/14/2023,BT,876531
10/14/2023,Bus,717223
10/14/2023,LIRR,110177
10/14/2023,MNR,96158
10/14/2023,SIR,2298
10/14/2023,Subway,2219786
10/15/2023,AAR,18455
10/15/2023,BT,914805
10/15/2023,Bus,689581
10/15/2023,LIRR,102493
10/15/2023,MNR,100633
10/15/2023,SIR,2148
10/15/2023,Subway,2013096
10/16/2023,AAR,29453
10/16/2023,BT,929946
10/16/2023,Bus,1381665
10/16/2023,LIRR,228147
10/16/2023,MNR,203627
10/16/2023,SIR,7735
10/16/2023,Subway,3661144
10/17/2023,AAR,31921
10/17/2023,BT,948433
10/17/2023,Bus,1439468
10/17/2023,LIRR,243917
10/17/2023,MNR,222110
10/17/2023,SIR,8354
10/17/2023,Subway,4021342
10/18/2023,AAR,33615
10/18/2023,BT,953178
10/18/2023,Bus,1440292
10/18/2023,LIRR,236072
10/18/2023,MNR,213952
10/18/2023,SIR,8356
10/18/2023,Subway,4074460
10/19/2023,AAR,32909
10/19/2023,BT,990784
10/19/2023,Bus,1440111
10/19/2023,LIRR,234999
10/19/2023,MNR,212946
10/19/2023,SIR,8148
10/19/2023,Subway,4121563
10/20/2023,AAR,29766
10/20/2023,BT,965899
10/20/2023,Bus,1232782
10/20/2023,LIRR,222385
10/20/2023,MNR,192383
10/20/2023,SIR,6272
10/20/2023,Subway,3616336
10/21/2023,AAR,17530
10/21/2023,BT,910190
10/21/2023,Bus,793917
10/21/2023,LIRR,113139
10/21/2023,MNR,101963
10/21/2023,SIR,2464
10/21/2023,Subway,2438387
10/22/2023,AAR,18954
10/22/2023,BT,931564
10/22/2023,Bus,678536
10/22/2023,LIRR,98471
10/22/2023,MNR,93659
10/22/2023,SIR,2021
10/22/2023,Subway,1983271
10/23/2023,AAR,29261
10/23/2023,BT,929345
10/23/2023,Bus,1375311
10/23/2023,LIRR,221569
10/23/2023,MNR,199199
10/23/2023,SIR,7615
10/23/2023,Subway,3667240
10/24/2023,AAR,31757
10/24/2023,BT,937091
10/24/2023,Bus,1431006
10/24/2023,LIRR,241544
10/24/2023,MNR,218201
10/24/2023,SIR,8176
10/24/2023,Subway,4040571
10/25/2023,AAR,32821
10/25/2023,BT,951107
10/25/2023,Bus,1443766
10/25/2023,LIRR,237292
10/25/2023,MNR,217420
10/25/2023,SIR,8368
10/25/2023,Subway,4120011
10/26/2023,AAR,32549
10/26/2023,BT,989646
10/26/2023,Bus,1431016
10/26/2023,LIRR,242021
10/26/2023,MNR,215171
10/26/2023,SIR,8147
10/26/2023,Subway,4142420
10/27/2023,AAR,31164
10/27/2023,BT,1031620
10/27/2023,Bus,1348576
10/27/2023,LIRR,229895
10/27/2023,MNR,203068
10/27/2023,SIR,6705
10/27/2023,Subway,3853546
10/28/2023,AAR,20126
10/28/2023,BT,1023178
10/28/2023,Bus,874941
10/28/2023,LIRR,124172
10/28/2023,MNR,139276
10/28/2023,SIR,2995
10/28/2023,Subway,2743759
10/29/2023,AAR,18145
10/29/2023,BT,874635
10/29/2023,Bus,589929
10/29/2023,LIRR,86843
10/29/2023,MNR,80705
10/29/2023,SIR,1766
10/29/2023,Subway,1834459
10/30/2023,AAR,29075
10/30/2023,BT,897401
10/30/2023,Bus,1314380
10/30/2023,LIRR,225140
10/30/2023,MNR,197550
10/30/2023,SIR,7287
10/30/2023,Subway,3623778
10/31/2023,AAR,30712
10/31/2023,BT,877390
10/31/2023,Bus,1334020
10/31/2023,LIRR,224816
10/31/2023,MNR,203951
10/31/2023,SIR,7789
10/31/2023,Subway,4016482
11/01/2023,AAR,32374
11/01/2023,BT,931361
11/01/2023,Bus,1369637
11/01/2023,LIRR,226067
11/01/2023,MNR,208249
11/01/2023,SIR,8010
11/01/2023,Subway,4043524
11/02/2023,AAR,32242
11/02/2023,BT,957528
11/02/2023,Bus,1380510
11/02/2023,LIRR,231370
11/02/2023,MNR,206350
11/02/2023,SIR,7997
11/02/2023,Subway,4082807
11/03/2023,AAR,31816
11/03/2023,BT,984731
11/03/2023,Bus,1307247
11/03/2023,LIRR,218703
11/03/2023,MNR,193580
11/03/2023,SIR,6755
11/03/2023,Subway,3808235
11/04/2023,AAR,19920
11/04/2023,BT,948635
11/04/2023,Bus,832986
11/04/2023,LIRR,122433
11/04/2023,MNR,123922
11/04/2023,SIR,2582
11/04/2023,Subway,2588115
11/05/2023,AAR,16889
11/05/2023,BT,794306
11/05/2023,Bus,614666
11/05/2023,LIRR,109258
11/05/2023,MNR,109891
11/05/2023,SIR,3407
11/05/2023,Subway,2310457
11/06/2023,AAR,30167
11/06/2023,BT,927692
11/06/2023,Bus,1349481
11/06/2023,LIRR,225898
11/06/2023,MNR,198934
11/06/2023,SIR,7474
11/06/2023,Subway,3686141
11/07/2023,AAR,30843
11/07/2023,BT,895625
11/07/2023,Bus,1270763
11/07/2023,LIRR,238656
11/07/2023,MNR,215344
11/07/2023,SIR,6785
11/07/2023,Subway,3655078
11/08/2023,AAR,33515
11/08/2023,BT,941982
11/08/2023,Bus,1401268
11/08/2023,LIRR,238727
11/08/2023,MNR,213738
11/08/2023,SIR,8306
11/08/2023,Subway,4066029
11/09/2023,AAR,32982
11/09/2023,BT,984726
11/09/2023,Bus,1376822
11/09/2023,LIRR,235844
11/09/2023,MNR,210130
11/09/2023,SIR,7929
11/09/2023,Subway,4020939
11/10/2023,AAR,25506
11/10/2023,BT,979328
11/10/2023,Bus,1250528
11/10/2023,LIRR,224512
11/10/2023,MNR,200669
11/10/2023,SIR,5596
11/10/2023,Subway,3611367
11/11/2023,AAR,18654
11/11/2023,BT,942845
11/11/2023,Bus,817146
11/11/2023,LIRR,122170
11/11/2023,MNR,118398
11/11/2023,SIR,2712
11/11/2023,Subway,2588540
11/12/2023,AAR,19187
11/12/2023,BT,894864
11/12/2023,Bus,642431
11/12/2023,LIRR,99171
11/12/2023,MNR,91623
11/12/2023,SIR,1958
11/12/2023,Subway,1947270
11/13/2023,AAR,30479
11/13/2023,BT,911380
11/13/2023,Bus,1320693
11/13/2023,LIRR,225204
11/13/2023,MNR,194691
11/13/2023,SIR,7353
11/13/2023,Subway,3597029
11/14/2023,AAR,33027
11/14/2023,BT,926140
11/14/2023,Bus,1382768
11/14/2023,LIRR,235487
11/14/2023,MNR,214218
11/14/2023,SIR,8271
11/14/2023,Subway,3991767
11/15/2023,AAR,34166
11/15/2023,BT,946469
11/15/2023,Bus,1389217
11/15/2023,LIRR,235718
11/15/2023,MNR,214486
11/15/2023,SIR,8322
11/15/2023,Subway,4036442
11/16/2023,AAR,34102
11/16/2023,BT,982627
11/16/2023,Bus,1391273
11/16/2023,LIRR,235070
11/16/2023,MNR,207671
11/16/2023,SIR,8010
11/16/2023,Subway,4048862
11/17/2023,AAR,31496
11/17/2023,BT,1004113
11/17/2023,Bus,1303240
11/17/2023,LIRR,227909
11/17/2023,MNR,201231
11/17/2023,SIR,6792
11/17/2023,Subway,3741391
11/18/2023,AAR,19452
11/18/2023,BT,949904
11/18/2023,Bus,831053
11/18/2023,LIRR,124053
11/18/2023,MNR,120273
11/18/2023,SIR,2630
11/18/2023,Subway,2477547
11/19/2023,AAR,19835
11/19/2023,BT,870740
11/19/2023,Bus,657965
11/19/2023,LIRR,100792
11/19/2023,MNR,100924
11/19/2023,SIR,2058
11/19/2023,Subway,1943926
11/20/2023,AAR,30889
11/20/2023,BT,929887
11/20/2023,Bus,1300978
11/20/2023,LIRR,228502
11/20/2023,MNR,203599
11/20/2023,SIR,7426
11/20/2023,Subway,3647283
11/21/2023,AAR,32139
11/21/2023,BT,982079
11/21/2023,Bus,1254277
11/21/2023,LIRR,236079
11/21/2023,MNR,213162
11/21/2023,SIR,7467
11/21/2023,Subway,3774952
11/22/2023,AAR,28409
11/22/2023,BT,989611
11/22/2023,Bus,1160847
11/22/2023,LIRR,254968
11/22/2023,MNR,220030
11/22/2023,SIR,6524
11/22/2023,Subway,3378351
11/23/2023,AAR,21741
11/23/2023,BT,901251
11/23/2023,Bus,471662
11/23/2023,LIRR,116969
11/23/2023,MNR,107690
11/23/2023,SIR,2257
11/23/2023,Subway,1628385
11/24/2023,AAR,15381
11/24/2023,BT,822045
11/24/2023,Bus,807221
11/24/2023,LIRR,215833
11/24/2023,MNR,197178
11/24/2023,SIR,3718
11/24/2023,Subway,2457591
11/25/2023,AAR,14245
11/25/2023,BT,869749
11/25/2023,Bus,696466
11/25/2023,LIRR,124716
11/25/2023,MNR,117682
11/25/2023,SIR,2454
11/25/2023,Subway,2123590
11/26/2023,AAR,16900
11/26/2023,BT,867663
11/26/2023,Bus,566395
11/26/2023,LIRR,101486
11/26/2023,MNR,95729
11/26/2023,SIR,1834
11/26/2023,Subway,1686490
11/27/2023,AAR,29418
11/27/2023,BT,925515
11/27/2023,Bus,1253990
11/27/2023,LIRR,228127
11/27/2023,MNR,200017
11/27/2023,SIR,7294
11/27/2023,Subway,3523494
11/28/2023,AAR,31716
11/28/2023,BT,918691
11/28/2023,Bus,1279327
11/28/2023,LIRR,234794
11/28/2023,MNR,216450
11/28/2023,SIR,7835
11/28/2023,Subway,3916476
11/29/2023,AAR,32809
11/29/2023,BT,919642
11/29/2023,Bus,1268990
11/29/2023,LIRR,234738
11/29/2023,MNR,212929
11/29/2023,SIR,7851
11/29/2023,Subway,4032882
11/30/2023,AAR,32650
11/30/2023,BT,950509
11/30/2023,Bus,1340370
11/30/2023,LIRR,236142
11/30/2023,MNR,210592
11/30/2023,SIR,7737
11/30/2023,Subway,4072271
12/01/2023,AAR,31284
12/01/2023,BT,951594
12/01/2023,Bus,1226677
12/01/2023,LIRR,185151
12/01/2023,MNR,164628
12/01/2023,SIR,6432
12/01/2023,Subway,3723171
12/02/2023,AAR,19675
12/02/2023,BT,906791
12/02/2023,Bus,826725
12/02/2023,LIRR,126374
12/02/2023,MNR,125483
12/02/2023,SIR,2618
12/02/2023,Subway,2748170
12/03/2023,AAR,18450
12/03/2023,BT,780908
12/03/2023,Bus,553618
12/03/2023,LIRR,87340
12/03/2023,MNR,76999
12/03/2023,SIR,1633
12/03/2023,Subway,1827959
12/04/2023,AAR,30841
12/04/2023,BT,904209
12/04/2023,Bus,1312507
12/04/2023,LIRR,223257
12/04/2023,MNR,201080
12/04/2023,SIR,7559
12/04/2023,Subway,3709458
12/05/2023,AAR,33235
12/05/2023,BT,918842
12/05/2023,Bus,1346216
12/05/2023,LIRR,243329
12/05/2023,MNR,224065
12/05/2023,SIR,7964
12/05/2023,Subway,3991835
12/06/2023,AAR,33502
12/06/2023,BT,941055
12/06/2023,Bus,1350594
12/06/2023,LIRR,230920
12/06/2023,MNR,211076
12/06/2023,SIR,7951
12/06/2023,Subway,4116059
12/07/2023,AAR,32511
12/07/2023,BT,965045
12/07/2023,Bus,1314833
12/07/2023,LIRR,231114
12/07/2023,MNR,204586
12/07/2023,SIR,7424
12/07/2023,Subway,4088438
12/08/2023,AAR,31875
12/08/2023,BT,976366
12/08/2023,Bus,1261796
12/08/2023,LIRR,225208
12/08/2023,MNR,198539
12/08/2023,SIR,6435
12/08/2023,Subway,3863961
12/09/2023,AAR,20580
12/09/2023,BT,947836
12/09/2023,Bus,828894
12/09/2023,LIRR,156237
12/09/2023,MNR,147745
12/09/2023,SIR,3181
12/09/2023,Subway,2922085
12/10/2023,AAR,17542
12/10/2023,BT,782143
12/10/2023,Bus,539117
12/10/2023,LIRR,90884
12/10/2023,MNR,82225
12/10/2023,SIR,1648
12/10/2023,Subway,1838048
12/11/2023,AAR,29271
12/11/2023,BT,898311
12/11/2023,Bus,1213923
12/11/2023,LIRR,219022
12/11/2023,MNR,191110
12/11/2023,SIR,6949
12/11/2023,Subway,3642743
12/12/2023,AAR,33458
12/12/2023,BT,940173
12/12/2023,Bus,1309303
12/12/2023,LIRR,236348
12/12/2023,MNR,219393
12/12/2023,SIR,7655
12/12/2023,Subway,4051574
12/13/2023,AAR,34323
12/13/2023,BT,964293
12/13/2023,Bus,1314167
12/13/2023,LIRR,238451
12/13/2023,MNR,215546
12/13/2023,SIR,7859
12/13/2023,Subway,4067457
12/14/2023,AAR,33406
12/14/2023,BT,993921
12/14/2023,Bus,1296909
12/14/2023,LIRR,236516
12/14/2023,MNR,213415
12/14/2023,SIR,7414
12/14/2023,Subway,4122091
12/15/2023,AAR,32517
12/15/2023,BT,1016256
12/15/2023,Bus,1246465
12/15/2023,LIRR,235800
12/15/2023,MNR,208572
12/15/2023,SIR,6540
12/15/2023,Subway,3845234
12/16/2023,AAR,20483
12/16/2023,BT,976161
12/16/2023,Bus,814457
12/16/2023,LIRR,149340
12/16/2023,MNR,149013
12/16/2023,SIR,3085
12/16/2023,Subway,2866544
12/17/2023,AAR,18445
12/17/2023,BT,812194
12/17/2023,Bus,569005
12/17/2023,LIRR,96415
12/17/2023,MNR,88502
12/17/2023,SIR,1787
12/17/2023,Subway,1954707
12/18/2023,AAR,28309
12/18/2023,BT,813192
12/18/2023,Bus,1082334
12/18/2023,LIRR,201289
12/18/2023,MNR,174850
12/18/2023,SIR,5381
12/18/2023,Subway,3314782
12/19/2023,AAR,32542
12/19/2023,BT,951055
12/19/2023,Bus,1275002
12/19/2023,LIRR,244031
12/19/2023,MNR,213625
12/19/2023,SIR,7555
12/19/2023,Subway,3912934
12/20/2023,AAR,33205
12/20/2023,BT,968890
12/20/2023,Bus,1245547
12/20/2023,LIRR,236060
12/20/2023,MNR,206420
12/20/2023,SIR,7363
12/20/2023,Subway,3838407
12/21/2023,AAR,31713
12/21/2023,BT,981368
12/21/2023,Bus,1200899
12/21/2023,LIRR,229252
12/21/2023,MNR,199411
12/21/2023,SIR,6860
12/21/2023,Subway,3675448
12/22/2023,AAR,29324
12/22/2023,BT,984185
12/22/2023,Bus,1110555
12/22/2023,LIRR,231036
12/22/2023,MNR,206169
12/22/2023,SIR,5878
12/22/2023,Subway,3372318
12/23/2023,AAR,17627
12/23/2023,BT,880249
12/23/2023,Bus,708808
12/23/2023,LIRR,139904
12/23/2023,MNR,130053
12/23/2023,SIR,2700
12/23/2023,Subway,2244175
12/24/2023,AAR,20241
12/24/2023,BT,795756
12/24/2023,Bus,549448
12/24/2023,LIRR,92540
12/24/2023,MNR,77874
12/24/2023,SIR,1912
12/24/2023,Subway,1657096
12/25/2023,AAR,14750
12/25/2023,BT,750568
12/25/2023,Bus,381879
12/25/2023,LIRR,80587
12/25/2023,MNR,65350
12/25/2023,SIR,1668
12/25/2023,Subway,1273729
12/26/2023,AAR,20706
12/26/2023,BT,870326
12/26/2023,Bus,906670
12/26/2023,LIRR,219149
12/26/2023,MNR,192910
12/26/2023,SIR,5158
12/26/2023,Subway,2668642
12/27/2023,AAR,25945
12/27/2023,BT,884586
12/27/2023,Bus,955890
12/27/2023,LIRR,220010
12/27/2023,MNR,186541
12/27/2023,SIR,5373
12/27/2023,Subway,2912007
12/28/2023,AAR,26462
12/28/2023,BT,891277
12/28/2023,Bus,969231
12/28/2023,LIRR,218546
12/28/2023,MNR,193235
12/28/2023,SIR,5395
12/28/2023,Subway,3064841
12/29/2023,AAR,26892
12/29/2023,BT,912592
12/29/2023,Bus,1007697
12/29/2023,LIRR,237781
12/29/2023,MNR,210361
12/29/2023,SIR,5784
12/29/2023,Subway,3198885
12/30/2023,AAR,16983
12/30/2023,BT,836447
12/30/2023,Bus,720564
12/30/2023,LIRR,121688
12/30/2023,MNR,121647
12/30/2023,SIR,2780
12/30/2023,Subway,2440211
12/31/2023,AAR,20005
12/31/2023,BT,674200
12/31/2023,Bus,548344
12/31/2023,LIRR,99817
12/31/2023,MNR,89554
12/31/2023,SIR,2029
12/31/2023,Subway,1934651
01/01/2024,AAR,9165
01/01/2024,BT,733254
01/01/2024,Bus,455965
01/01/2024,LIRR,82811
01/01/2024,MNR,73957
01/01/2024,SIR,2018
01/01/2024,Subway,1648734
01/02/2024,AAR,25961
01/02/2024,BT,833562
01/02/2024,Bus,1091104
01/02/2024,LIRR,209680
01/02/2024,MNR,184978
01/02/2024,SIR,7107
01/02/2024,Subway,3290639
01/03/2024,AAR,31304
01/03/2024,BT,860670
01/03/2024,Bus,1212761
01/03/2024,LIRR,217373
01/03/2024,MNR,194441
01/03/2024,SIR,7565
01/03/2024,Subway,3555082
01/04/2024,AAR,31233
01/04/2024,BT,871863
01/04/2024,Bus,1242971
01/04/2024,LIRR,212217
01/04/2024,MNR,190588
01/04/2024,SIR,7450
01/04/2024,Subway,3560703
01/05/2024,AAR,30480
01/05/2024,BT,891156
01/05/2024,Bus,1185046
01/05/2024,LIRR,199441
01/05/2024,MNR,173362
01/05/2024,SIR,5963
01/05/2024,Subway,3263064
01/06/2024,AAR,15850
01/06/2024,BT,724404
01/06/2024,Bus,684686
01/06/2024,LIRR,92741
01/06/2024,MNR,82890
01/06/2024,SIR,2070
01/06/2024,Subway,1942458
01/07/2024,AAR,13723
01/07/2024,BT,568828
01/07/2024,Bus,502518
01/07/2024,LIRR,72971
01/07/2024,MNR,57280
01/07/2024,SIR,1533
01/07/2024,Subway,1472438
01/08/2024,AAR,28890
01/08/2024,BT,848891
01/08/2024,Bus,1226783
01/08/2024,LIRR,208960
01/08/2024,MNR,184150
01/08/2024,SIR,7001
01/08/2024,Subway,3303727
01/09/2024,AAR,30430
01/09/2024,BT,784130
01/09/2024,Bus,1135694
01/09/2024,LIRR,213699
01/09/2024,MNR,188888
01/09/2024,SIR,6944
01/09/2024,Subway,3353192
01/10/2024,AAR,31338
01/10/2024,BT,848541
01/10/2024,Bus,1248493
01/10/2024,LIRR,217461
01/10/2024,MNR,191221
01/10/2024,SIR,7216
01/10/2024,Subway,3557166
01/11/2024,AAR,32790
01/11/2024,BT,925357
01/11/2024,Bus,1293940
01/11/2024,LIRR,229117
01/11/2024,MNR,199799
01/11/2024,SIR,7337
01/11/2024,Subway,3688916
01/12/2024,AAR,31096
01/12/2024,BT,934166
01/12/2024,Bus,1228696
01/12/2024,LIRR,207670
01/12/2024,MNR,182896
01/12/2024,SIR,6286
01/12/2024,Subway,3365791
01/13/2024,AAR,17168
01/13/2024,BT,822986
01/13/2024,Bus,755670
01/13/2024,LIRR,101558
01/13/2024,MNR,97439
01/13/2024,SIR,2210
01/13/2024,Subway,2167383
01/14/2024,AAR,18588
01/14/2024,BT,752646
01/14/2024,Bus,588809
01/14/2024,LIRR,85521
01/14/2024,MNR,78197
01/14/2024,SIR,1745
01/14/2024,Subway,1743556
01/15/2024,AAR,16502
01/15/2024,BT,820151
01/15/2024,Bus,783032
01/15/2024,LIRR,91887
01/15/2024,MNR,80498
01/15/2024,SIR,3017
01/15/2024,Subway,2169917
01/16/2024,AAR,29826
01/16/2024,BT,716475
01/16/2024,Bus,1078860
01/16/2024,LIRR,205716
01/16/2024,MNR,178389
01/16/2024,SIR,5414
01/16/2024,Subway,3235935
01/17/2024,AAR,32054
01/17/2024,BT,867429
01/17/2024,Bus,1193111
01/17/2024,LIRR,217173
01/17/2024,MNR,199986
01/17/2024,SIR,6891
01/17/2024,Subway,3616923
01/18/2024,AAR,32318
01/18/2024,BT,900897
01/18/2024,Bus,1235693
01/18/2024,LIRR,217911
01/18/2024,MNR,197257
01/18/2024,SIR,7014
01/18/2024,Subway,3655850
01/19/2024,AAR,27175
01/19/2024,BT,797009
01/19/2024,Bus,1109408
01/19/2024,LIRR,191999
01/19/2024,MNR,171490
01/19/2024,SIR,5330
01/19/2024,Subway,3176408
01/20/2024,AAR,15487
01/20/2024,BT,761763
01/20/2024,Bus,677335
01/20/2024,LIRR,96128
01/20/2024,MNR,82817
01/20/2024,SIR,1926
01/20/2024,Subway,2024041
01/21/2024,AAR,17147
01/21/2024,BT,721445
01/21/2024,Bus,548497
01/21/2024,LIRR,78041
01/21/2024,MNR,66955
01/21/2024,SIR,1482
01/21/2024,Subway,1576126
01/22/2024,AAR,30092
01/22/2024,BT,845081
01/22/2024,Bus,1210644
01/22/2024,LIRR,209302
01/22/2024,MNR,185181
01/22/2024,SIR,6558
01/22/2024,Subway,3305387
01/23/2024,AAR,33111
01/23/2024,BT,868625
01/23/2024,Bus,1264199
01/23/2024,LIRR,233311
01/23/2024,MNR,205300
01/23/2024,SIR,7194
01/23/2024,Subway,3652488
01/24/2024,AAR,33082
01/24/2024,BT,870903
01/24/2024,Bus,1247798
01/24/2024,LIRR,223928
01/24/2024,MNR,201969
01/24/2024,SIR,7027
01/24/2024,Subway,3666907
01/25/2024,AAR,32517
01/25/2024,BT,894518
01/25/2024,Bus,1256481
01/25/2024,LIRR,223766
01/25/2024,MNR,199560
01/25/2024,SIR,6845
01/25/2024,Subway,3681867
01/26/2024,AAR,31329
01/26/2024,BT,917534
01/26/2024,Bus,1193175
01/26/2024,LIRR,213749
01/26/2024,MNR,184511
01/26/2024,SIR,5681
01/26/2024,Subway,3380816
01/27/2024,AAR,19099
01/27/2024,BT,856146
01/27/2024,Bus,801262
01/27/2024,LIRR,117555
01/27/2024,MNR,102600
01/27/2024,SIR,2409
01/27/2024,Subway,2283244
01/28/2024,AAR,17473
